brand_EN,brand_CH,product,score
GIORGIO ARMANI,亞曼尼,黑曜岩新生奇蹟修護油,4.6
Whoo,后,山茶花保濕美容油 Camellia Moisture Oil,4.6
THREE品牌活動中,,樂活晶摩油,4.6
Navalli Hill,,保濕修護精華油,4.6
Gamila Secret,潔米拉秘密,純植物滲透露 Face Oil,4.6
Beauty Diy,,玫瑰果精華油 Rose Elixir,4.6
FORTE,台塑生醫,Ceramide舒緩活氧特潤精華油,4.5
Darphin,朵法,茉莉芳香精露 Jasmine Aromatic Care,4.5
CHANEL,香奈兒,珍珠光感亮采精萃油,4.4
Greenvines,綠藤生機,活萃修護精華油,4.4
In'nature,紫潤-天然植萃保養油專家,紫潤精華油,4.4
OLAY,歐蕾,高效透白光塑清瑩精粹油,4.4
Estee Lauder,雅詩蘭黛,白金級極緻珍璽甦活菁萃油,4.4
REN,,O12玫瑰醒膚晶露 Rose Synergy O12 Restoring Facial Serum,4.4
la prairie,,瑞士冰晶新生晶萃,4.3
sukin,,植萃有機玫瑰果油 Organic Rose Hip Oil,4.3
Darphin,朵法,白千層芳香精露(有機) Niaouli Aromatic Care,4.3
BeautyEasy,,草本白麝香香油 White Musk Perfume Oil,4.3
cle de peau Beaute,肌膚之鑰,光采修護菁華油,4.2
Marine Collagen,海之姬,海之姬天然橙魚保濕精華油 Natural Orange Roughy Oil,4.2
philosophy,,希望昇華修護精華油 OMEGA 3/6/9 OIL,4.2
KOSE,高絲-專櫃,雪肌精御雅光能醒膚油精粹,4.1
GIORGIO ARMANI,亞曼尼,訂製光保濕修護水凝油 PRIMA NOURISHING GLOW ENHANCER OIL-IN-GEL,4.1
Bio-Lydia,,晶顏再生活化油 Revitalizing Skin Activating Serum,4.0
HABA,,Q10賦活精純液 SQUA Q10,4.0
REN,,O12玫瑰賦活修護晶露 Rose O12 Ultra-Moisture Defence Serum,4.0
Justherb,香草集,森呼吸專用複方精油,4.0
AROMATHERAPY ASSOCIATES,,晚間舒緩沐浴油 Deep Relax Bath & Shower oil,3.9
ESCENTS,伊聖詩,深呼吸精油棒 Respiration Roll-on,3.9
CHANEL,香奈兒,奢華精萃賦活油,3.8
Melvita,蜜葳特,歐盟BIO摩洛哥堅果極效輕萃油,3.8
Melvita,蜜葳特,歐盟BIO金盞花油 Calendula Oil,3.8
Darphin,朵法,橙花芳香精露(有機) Orange Blossom Aromatic Care,3.8
SISLEY,希思黎,黑玫瑰珍寵滋養精華油 Black Rose Precious Face Oil,3.7
BOTANIC by Neogence,博丹時萃,玫瑰潤澤果油,3.7
AROMATHERAPY ASSOCIATES,,[海外販售] HYDRATING REVITALISING FACE OIL,3.7
,Zelens,[海外販售] Z-22 Absolute Face Oil,3.6
AHAVA,愛海珍泥,曠世賦活極緻精華 Extreme Night Treatment,3.6
Sulwhasoo,雪花秀,滋陰生人蔘真本油,3.6
Antipodes,,Divine Face Oil,3.6
OGUMA,水美媒,I.C.E.經典花精7件組 Aroma I.C.E.,3.6
GIN GER,薑心比心,薑奶精油 GINGER ESSENTIAL OILS,3.6
Darphin,朵法,甜橘芳香精露 Tangerine Aromatic Care,3.6
CLARINS,克蘭詩,三檀面部護理油 Face Treatment Oil Santal,3.6
CLINIQUE,倩碧,[海外販售] 智能修護活肌精華油 Smart Treatment Oil,3.5
ORIGINS,品木宣言,美夢成真夜間高效修護精露 High-Potency Night-A-Mins Skin refining oil,3.5
PeterThomasRoth,彼得羅夫,摩登尤物全效保養露 Oilless Oil 100% Purified Squalane,3.5
MOMUS,,全效修護精華油 Multi Repair Essence Oil,3.5
innisfree,,綠茶籽潤澤保濕精華油,3.5
Darphin,朵法,百妍極緻芳香精露 S8 Flower Nectar,3.5
Decleor,思妍麗,天然植物美容油(油性) Aromessence? Ylang Ylang,3.5
One Day Bio,每日有機,煥采賦活新肌精露 Organic Butterfly Lavender Anti-aging Facial Oil,3.4
OGUMA,水美媒,全能植萃護理油 BOTANICAL PERFECT OIL,3.4
L'OCCITANE,歐舒丹,蠟菊賦活極萃油,3.4
Orinature,原生‧活,潤澤修護精華油,3.4
polynia,,紫根平衡油2%,3.3
THREE品牌活動中,,平衡鼻挺精華,3.3
COWSHED,,蔓越莓籽煥生面部滋養油,3.3
Estee Lauder,雅詩蘭黛,臉部尊寵乳霜/精萃油組,3.3
belif,,茶樹淨膚調理精油 Tea tree oil,3.3
Dr.Ci:Labo,,全效修護油 Repair Oil,3.3
Darphin,朵法,沒藥芳香精露(有機) Myrrh Aromatic Care,3.3
KENZO,,感性滋潤按摩油 very sensual white oil,3.3
ARWIN,雅聞,薰衣草,3.3
philosophy,,超奇蹟再現抗老煥膚棉組,3.2
STOP THE WATER WHILE USING ME,,[海外販售] 全天然杏仁無花果護膚油,3.2
Badger,蓓喆,大馬士革玫瑰美顏油,3.2
Melvita,蜜葳特,歐盟BIO堅果玫瑰果美膚修護油 Argan & Rosehip Oil Roll-on,3.2
shu uemura,植村秀,泡沫按摩油 Massage Oil Foam,3.2
JILL STUART,吉麗絲朵,保濕精華油 NATURAL PURE OIL,3.1
ISUN,,茉莉提昇芳療面油 Sapphire Facial Oil,3.1
ROSE CROWN,澳商瑰冠,玫瑰果油 Rosehip Oil,3.1
Sanctuary,聖活泉,明亮光采醒膚油 Radiance Boosting Facial Oil,3.1
CLINIQUE,倩碧,能量復活精萃油 Turnaround Revitalizing Treatment Oil,3.0
absolution,,全能上癮精露,3.0
shu uemura,植村秀,紅萃活妍馥活精露 red juvenus essence oil,3.0
Decleor,思妍麗,天然植物美容油,3.0
CAUDALIE,歐緹麗,[海外販售] 葡萄籽C15晚間抗氧護理油,2.9
MISSHA,,清透舒緩 茶樹精油 Non - Comedogenic Tea Tree Oil,2.9
Persian Rose,波斯玫瑰,波斯有機玫瑰臉部抗老修護純精油 Organic Rosehip Seed Face Oil,2.9
AROMATHERAPY ASSOCIATES,,玫瑰抗痕撫紋精露 Fine Line Face Oil,2.8
EVE LOM,,全效亮采精萃油,0.0
OGUMA,水美媒,奇肌逆齡精萃,0.0
LHAMOUR,,極緻平衡美顏油 Anti-Pollution Facial Oil,0.0
Mad Hippie,,沙棘果18種活萃青春油 Antioxidant Facial Oil with 18 Actives,0.0
Heaven,,LIA凍齡精華油,0.0
Cosme Decorte,黛珂,AQ甦活精華油,0.0
Cosme Decorte,黛珂,AQ甦活精粹親輕油,0.0
AUSE,,潤膚油,0.0
IGNIS,,[海外販售] ミニエステ マッサージオイル クリアリィ MINI ESTHE MASSAGE OIL CLEARLY,0.0
Predia,,[海外販售] アロマ エッセンシャルオイル 11,0.0
JiaPin,嘉品,米糠面部修護油 Rice Bran Treatment Face Oil,2.7
NUXE,黎可詩,全效晶亮護理油(炫亮版),2.6
AROMATHERAPY ASSOCIATES,,減壓靜心浴油 De-Stress Mind Bath & Shower oil,2.6
AROMATHERAPY ASSOCIATES,,甦活晨間浴油 Revive Morning Bath & Shower oil,2.5
Always Black,黑色會,精油美容濃縮液 Beauty Extract Essence,2.4
Always Black,黑色會,精油精華露 Herbal Tonic,2.4
LHAMOUR,,男士平衡顏油 Men's Facial Oil,0.0
berji,,黑鑽玫瑰奇肌精萃油,0.0
NEOM,,舒緩恬睡美膚精露,0.0
Chrono Affection,時間寵愛,極潤橙萃滋養精華油,0.0
,海妮雅,舒緩修護精油,0.0
Trilogy,,植戀溫和舒緩精萃 Very Gentle Calming Serum,0.0
polynia,,紫根平衡油5%,0.0
JOURDENESS,佐登妮絲,玫瑰晶萃精華油,0.0
ORIKS,,無限肌緻黑鑽薔薇精華油  Serum In Oil,0.0
Inna Organic,童顏有機,乳香緊致馥活露 Revitalizing Face Oil,0.0
YUANLI,願麗,逆齡奇蹟修護精華油,0.0
dermalogica,德卡,純植水潤露,0.0
GIVENCHY,紀梵希,黑鑽奢華頂極雙精油,0.0
L'OCCITANE,歐舒丹,協奏奇蹟活萃,0.0
NEOGEN DERMALOGY,,雙層保濕神經醯胺精華美容油,0.0
Synergie Skin,森娜姬,抗敏青春精萃油 SYNERGIE  De-Stress,0.0
L'OCCITANE,歐舒丹,牡丹美膚油,0.0
Fresh Line,,天后夜間精華油,0.0
BY TERRY,,玫瑰賦活緊緻精露,0.0
Omorovicza,,極萃養護精華油 Omorovicza Miracle,0.0
Academie,愛琪美,[海外販售] 全效極緻精華油 Marvelous Oil,0.0
Just Beyond,,[海外販售] 喜馬拉雅深層保濕修護精華油 Deep Moisture Serum-in-Oil,0.0
ALBION,,[海外販售] 雅思臻顏晶凝修護亮肌油 EXCIA Secret Formula Oil Emerald,0.0
Olecule,奧樂分,滋養再造賦活精華油,0.0
Dr.Ci:Labo,,緊緻植萃,0.0
DERM iNSTITUTE,得因特,瓷肌晶萃,0.0
Soley Organics,冰島有機天然保養品,[海外販售] 檸檬淨化精華油  Purifying Elixir,0.0
fracora,,[海外販售] 盈潤緊緻再生玫瑰油 Huile de Rose Nutri-Regenerating Firming-Lift Oil,0.0
BANILA CO,,[海外販售] 活研生肌胎盤肌底油,0.0
Pixel Clinical,,[海外販售] 天神之后青春活顏精華油(青春活膚系列/肌齡逆轉系列) HERA Regenerating & Restoring Night Time Oil Mix for anti-aging,0.0
SKIN&LAB,,平衡調理菁華油,0.0
Fleur’s,,[海外販售] 緊緻活肌修護精華油,0.0
Fleur’s,,[海外販售] 100% 有機堅果多效修護筆 100% Argan Oil Roll-on,0.0
HELENA RUBINSTEIN,,[海外販售] 有機杏桃仁油 Apricot Kernel Oil,0.0
Bonnie House,植享家,海洋能量循環精萃油,0.0
Bonnie House,植享家,青春煉金修護油,0.0
Fleur’s,,活齡精華油 Nourishing serum,0.0
BY TERRY,,天然植物奇肌美容精露  Essence Oil Serum,0.0
Dr. Bauer,,花蜜金萃調理油 Miss Flower & Mr. Honey Essence Oil,0.0
Fresh Line,,[海外販售] Fermete PP細胞修護精華油,0.0
Justherb,香草集,綠色凝膠精華油,0.0
Sonia Rykiel,,[海外販售] 白蘭花舒緩精華油 Soothing Elixir,0.0
Melvita,蜜葳特,[海外販售] 金盞花水分修復精華油 Moisturizing Elixir,0.0
Melvita,蜜葳特,[海外販售] 全效逆齡奇蹟精華油 PRODIGY SACRED OIL,0.0
terre d`Oc,,[海外販售] 堅果護膚乾油,0.0
NATURE’S,,[海外販售] 摩洛哥有機堅果油 Pure Argan Oil,0.0
OXICARE,,瓷光嫩白調理晶油  EX Whitening aromatic Oil,0.0
OXICARE,,控油美肌調理晶油  Anti-Acne aromatic Oil,0.0
Fleur’s,,[海外販售] 木蘭花抗皺精華油,0.0
YSL,聖羅蘭,[海外販售] 滋養油 Rouge Huile,0.0
Centifolia,,[海外販售] 有機初榨黑種草籽油,0.0
Centifolia,,[海外販售] 有機冷浸胡蘿蔔美肌油,0.0
Centifolia,,[海外販售] 有機冷浸金盞花美肌油,0.0
Centifolia,,[海外販售] 有機冷浸金絲桃美肌油,0.0
Cellbone,,[海外販售] 活膚滋潤堅果油   Cellbone Argan Oil Hydro Revitalizing Oil,0.0
CHLITINA,克麗緹娜,胚芽伊油  Wheat Germ-E Oil,0.0
CAUDALIE,歐緹麗,[海外販售] 葡萄籽保濕精油,0.0
CAUDALIE,歐緹麗,[海外販售] 葡萄籽晚間滋潤護理油,0.0
Bielenda,碧爾蘭達,夜間奇肌修護油活膚抗皺(摩洛哥&澳洲堅果精華) Actively Rejuvenating ARGAN FACE OIL enriched argan oil with pro-retinol,0.0
Bielenda,碧爾蘭達,夜間奇肌修護油褪黑淨白(摩洛哥&米胚芽精華)  Actively Correcting ARGAN FACE OIL enriched argan oil with sebu control complex,0.0
Bielenda,碧爾蘭達,夜間奇肌修護油倍潤保濕(摩洛哥&甜杏仁精華)  Actively Hydrating ARGAN FACE OIL enriched argan oil with hialuronic acid,0.0
Esse,,[海外販售] 修復精華油 REPAIR OIL,0.0
ALGENIST,奧杰尼,全能修賦精華油 Advanced Anti-Aging Repairing Oil,0.0
TATCHA,,[海外販售] 山茶花美顏油,0.0
CANVAS,,[海外販售] 玫瑰果美白保濕基礎油 (有機) Rose Hip Oil Organic,0.0
CANVAS,,[海外販售] 可可巴深層滋潤基礎油 (有機),0.0
CANVAS,,[海外販售] 甜杏仁亮澤基礎油,0.0
Centella,仙提拉,BIO 花妍柔膚精華油,0.0
JiaPin,嘉品,堅果籽面部極緻滋潤油 Macadamia Seed Moisturizing Face Oil,0.0
Jurlique,茱莉蔻,植萃活齡喚顏菁露 Purely Age-Defying Firming Face Oil,0.0
Nature`s Gate,天然之扉,高效抗皺金盞花維他命E油,0.0
AYUDHI,,永久花淨化抗斑面油,0.0
AYUDHI,,出油痘肌深層清潔面油,0.0
AYUDHI,,平衡保濕光采面油,0.0
Yuan Soap,阿原肥皂,臉部活膚油-滋養型,0.0
Yuan Soap,阿原肥皂,臉部活膚油-清爽型,0.0
Just Beyond,,[海外販售] 純有機修護潤膚油,0.0
terre d`Oc,,[海外販售] 堅果抗氧精華,0.0
Rodial,,[海外販售] 亮肌幹細胞護理油 STEMCELL Super-Food Facial Oil,0.0
CANVAS,,[海外販售] 藍絲柏排毒衡肌油,0.0
CANVAS,,[海外販售] 天壇木緊緻衡肌油,0.0
CANVAS,,葡萄籽抗氧基礎油,0.0
CANVAS,,[海外販售] 葵花籽潤澤活肌基礎油 (有機),0.0
CANVAS,,[海外販售] 牛油果特效滋潤基礎油 (有機),0.0
AYUDHI,,深層保濕面油,0.0
AYUDHI,,柔和舒緩面油,0.0
AYUDHI,,陽光面油,0.0
AYUDHI,,緊實抗皺再生面油,0.0
AYUDHI,,肌膚回春面油,0.0
AYUDHI,,白皙嬌嫩面油 Rosa Rubignosa fraguant,0.0
butyshop,,35%水溶性複方精油,0.0
mr.hair,,檸檬 LemonOil,0.0
mr.hair,,藍膠尤加利 EucalyptusOil,0.0
mr.hair,,澳洲茶樹 TeaTreeOil,0.0
mr.hair,,歐薄荷 PeppermintOil,0.0
mr.hair,,天竺葵 GeraniumOil,0.0
mr.hair,,西班牙馬鬱蘭 MarjoramSpanish,0.0
mr.hair,,伊蘭伊蘭 Ylang Ylang Oil,0.0
LaBonic,菈菠妮,有機淡斑精油 Organic Spot Targeting Oil,0.0
AROMATHERAPY ASSOCIATES,,舒緩精露,0.0
Neal`s Yard Remedies,尼爾氏香芬庭園,乳香賦活精露,0.0
natural beauty,自然美,舒敏複方精油,0.0
Estee Lauder,雅詩蘭黛,眼部尊寵眼霜/精萃油組,0.0
HARNN,涵庭,蓮花極緻系列臉部按摩油,0.0
AROMATHERAPY ASSOCIATES,,玫瑰極潤修護精露 Intensive Skin Treatment Oil,0.0
AROMATHERAPY ASSOCIATES,,玫瑰潤澤精露 Nourishing Face Oil,0.0
AROMATHERAPY ASSOCIATES,,玫瑰賦活精露 Revitalising Face Oil,0.0
AROMATHERAPY ASSOCIATES,,甦活夜間浴油 Revive Evening Bath & Shower oil,0.0
AROMATHERAPY ASSOCIATES,,減壓紓肌浴油 De-Stress Muscle Bath & Shower oil,0.0
AROMATHERAPY ASSOCIATES,,輕緩放鬆浴油 Light Relax Bath & Shower oil,0.0
Santa Maria Novella,,緊實肌膚滋潤油 Olio Dermoprotettivo Antismagliature,0.0
AWAKE,,緻潤調理精華油 herbal vitalizing concentrate oil,0.0
CATTIER,加帝耶,有機大馬士革玫瑰果菁萃 ORGANIC MUSCAT ROSE-TREE VEGETABLE OIL,0.0
diptyque,,滾珠式香氛油-希臘無花果,0.0
WELEDA,,杏仁面油,0.0
Natural Kiss,天然小幫士,Himi茶樹豆點 天然複方淨化精油,0.0
ARSOA,安露莎,安慕妮 美容防皺油,0.0
MAKI BEAUTY,,愛戀魔法賦活時空膠囊,0.0
BeautyEasy,,草本奧圖玫瑰香香油,0.0
KIBIO,奇碧歐,有機無齡強效精華油 Intense Intemporelle Oil,0.0
KIBIO,奇碧歐,有機強效保濕精華油 Intense Moisturizing Oil,0.0
KEENWELL,,生活500香氛精萃 Essential Oil Therapy 500,0.0
AROMATHERAPY ASSOCIATES,,[海外販售] Refining Face Oil - Lavender & Ylang,0.0
Natural Kiss,天然小幫士,天然複方精油-舒敏清,0.0
BOTANICUS,菠丹妮,玫瑰臉部按摩油 Rose Facial Oil,0.0
JUST@100,,果熱精華油 Yoga Amrita Active Beauty Oil,0.0
Baan,貝恩,金盞花按摩精油 Calendula &Ouml;l,0.0
Baan,貝恩,亮采維他命按摩精油 Vitamin Vital &Ouml;l,0.0
Baan,貝恩,德國原裝按摩精油(呼吸道適用) Nase Komfort &Ouml;l,0.0
aromatica,,愛的故事滾珠精油棒 Love Story with Rose & Sandalwood,0.0
aromatica,,玫瑰和諧滾珠精油棒 Harmony & Balance with Rose & Neroli,0.0
aromatica,,浪漫茉莉滾珠精油棒 Erotic Mood with Jasmine & Ylang Ylang,0.0
aromatica,,舒壓助眠滾珠精油棒 Relax & Stress Free with Lavender & Marjoram,0.0
aromatica,,樂活提神滾珠精油棒 Focus & Stress Free with Peppermint & Rosemary,0.0
INNU,,黃金活膚撫紋精華油 INNU GOLDEN OIL,0.0
TRINITYLINE,,深層喚采精華,0.0
Ole Henriksen,,淨活精油 skin inhalation therapy I,0.0
officina,,不倦．頭部精點棒,0.0
Boots,博姿,凝神脈搏精油 Time To Focus Pulse Point,0.0
Boots,博姿,抗壓解勞脈搏精油 Time To Unwind Pulse Point,0.0
Boots,博姿,提振脈搏精油 Time For A Boost Pulse Point,0.0
Boots,博姿,茉莉香 Jasmine,0.0
Boots,博姿,柑橘 Mandarin,0.0
ARWIN,雅聞,紓壓抗菌精油,0.0
LANCOME,蘭蔻,超進化肌因活性安瓶,6.3
LANEIGE,蘭芝,白雪公主晚安膠囊 White Plus Renew Capsule Sleeping Pack,5.8
THE FACE SHOP,菲詩小舖,肌本博士淨膚調理安瓶,5.6
AVIVA,,美白安瓶,5.6
Estee Lauder,雅詩蘭黛,特潤修護60天極效安瓶,5.5
DR.WU,達爾膚醫美保養系列,淨透亮白精華安瓶,5.4
Soo Rye Han,秀麗韓,光透晶白安瓶,5.3
LANEIGE,蘭芝,鑽采淨白微粒安瓶 White Plus Renew Spot Ampoule,5.2
,京城之霜,激光密集美白安瓶,5.0
Whoo,后,天氣丹華炫重生安瓶,5.0
Whoo,后,天氣丹華炫重生純金能量安瓶,4.9
Elizabeth Arden,伊麗莎白雅頓,光纖鑽白全新智慧淨白修護膠囊,4.8
MISSHA,,逆轉時光極效活膚安瓶,4.8
GUERLAIN,嬌蘭,珍珠極光綻白6倍濃縮安瓶 P.E.A.R.L. FUSION WHITENING TREATMENT,4.8
BOBBI BROWN,芭比波朗,舒敏修護安瓶 No. 80 Skin Relief,4.7
Dr. Hsieh,達特醫,水飛薊修護保濕安瓶組 Silymarin Hydro-Active Serum,4.6
Taiwan Yes,,深海活妍白金精華安瓶 Extreme-p&sup3; Luminance Platinum Serum,4.6
TGFACTOR,,舒敏修護安瓶精華原液 Skin Repair Booster and Calm Skin Serum,4.5
BOBBI BROWN,芭比波朗,極效保濕安瓶 No. 86 Skin Moisture Solution,4.5
GUERLAIN,嬌蘭,皇家蜂王乳蜂后安瓶,4.4
O`COVER,,美白密集修護安瓶 2 in 1 whitening & Anti-taches Serum,4.4
CLINIQUE,倩碧,肌本透白C10安瓶,4.3
GUERLAIN,嬌蘭,瞬效護理精華安瓶 INTENSERUM EXPRESS BEAUTY TREATMENT,4.3
L`OREAL PARiS,巴黎萊雅,[限量] 玻尿酸童顏彈潤安瓶,4.0
BOBBI BROWN,芭比波朗,彈潤活力安瓶 No. 93 Skin Fortifier,4.0
,+ONE%歐恩伊,皇家駐顏凝時空28天奇蹟修護安瓶 Jejuin Timeless Solution Ampoule Essence,4.0
NESURA,,安瓶面膜-蘆薈,4.0
Timeless Truth Mask,提提研,黑鑽再生緊緻膠囊,3.9
ARTDECO,,魚子極緻活膚安瓶 Caviar Essential Concentrate,3.9
BOBBI BROWN,芭比波朗,超級修護安瓶 No. 91 Skin Reviver,3.8
NU derma,新德曼微整概念保養,肌因密集修護精華 DNA Repair Serum,3.7
O`COVER,,DNA肌齡逆轉胎盤素安瓶,3.7
O HUI,歐蕙,水奇蹟高效緊緻保濕安瓶 Treatment Ampoule 777,3.7
Balea,,[海外販售] Konzentrat Feuchtigkeit,3.3
Schaebens,雪本詩,夜間賦活時空精華 Night Repair Concentrate,3.3
Whoo,后,還幼全草甦醒安瓶,3.3
fracora,,Vita-C 煥白美肌粉 White Powder V90,3.3
Timeless Truth Mask,提提研,鑽石晶透淨白膠囊,3.3
Wabner,葦柏納,古典玫瑰原液,3.3
Dr Sebagh,賽貝格,鉑金密集修護安瓶 Platinum Gold Elixir,3.3
Darphin,朵法,深海基因緊提極緻黑鑽能量安瓶 STIMULSKIN PLUS Lift Renewal Series,3.3
,青春考究,時光 青春紅顏膠囊,3.2
GUERLAIN,嬌蘭,日夜密集淨白安瓶,3.2
SHISEIDO,資生堂-國際櫃,百優密集14方程式,3.2
Bio-essence,碧歐斯,極致活顏玫瑰保濕精萃,3.1
L'OCCITANE,歐舒丹,蠟菊賦活安瓶,3.1
Olerace,澳蕾絲,活氧嫩滑安瓶 Oxygen Revital Essence,3.1
miss SHARK,小白鯊,多肽無痕瞬效安瓶,3.0
NESURA,,安瓶面膜-Q10,3.0
Vital SPA,,腦醯胺肌密安瓶,3.0
TGFACTOR,,極地雪藻安瓶原液 Glacial- Zone Snow Algae Serum,2.9
YUANLI,願麗,完美女王智慧控膚膠囊-淨脂皙白,2.9
Fenton,芬頓,HA+C保濕靚白安瓶(日)+HA+P保濕抗皺安瓶(夜),2.9
Darphin,朵法,鳶尾精萃安瓶,2.9
BORGHESE,貝佳斯,維他命C極緻煥顏療程組 Cura-C Vitamin C Renewal Treatment Kit,2.9
,美之選膠原,超能C美白原液,2.8
TGFACTOR,,蜂毒胜肽安瓶原液 Bee Venom Serum,2.7
TAIYEN,台塩生技,頂級101金緻抗老精華,2.7
Wabner,葦柏納,黃金檀木原液,2.7
O`COVER,,活顏密集修護安瓶,2.7
BORGHESE,貝佳斯,白金級活水安瓶組合,2.7
TGFACTOR,,牛奶胜肽安瓶原液 Probiotic Revitalise Serum,2.6
Whoo,后,拱辰享活力循環安瓶,2.6
R.rouge,愛美肌,7days美膚基礎調理微安瓶(三重玻尿酸高保濕精華)  Hyalo-Oligo+HA,2.6
LANEIGE,蘭芝,水酷激活保濕安瓶 Water Bank Moisture Full Ampoule,2.6
ETUDE HOUSE,,越夜越美7日保濕精華膠囊(分子酊),2.4
VIVIENE,,魚子光采再現賦活安瓶,2.4
BORGHESE,貝佳斯,深海活水修護安瓶 Hydrating Serum,2.4
De Mon,,抗齡活化安瓶 Caviar Activation Ampoule,2.3
VIVIENE,,永恆再造多胜肽安瓶組,2.2
BORGHESE,貝佳斯,維他命C全效再生膠囊 Spa-Whitening PLUS Vitamin C Lightening Concentrate,2.2
BOBBI BROWN,芭比波朗,控油淨化安瓶 No. 75 Skin Clarifier,2.1
la mier,阿蜜爾,10GF 超時空膠囊,2.0
SKINFOOD,,柚白柚亮極效安瓶2X Yuja Water C Whitening Ampoule in Serum 2X,0.0
GUERLAIN,嬌蘭,皇家蜂王乳密集活萃安瓶,0.0
IOPE,,逆時光極萃抗皺智能安瓶,0.0
BOBBI BROWN,芭比波朗,緊緻抗皺安瓶 No. 25 Skin Wrinkle Treatment,0.0
Dr.Satin,,魚子高效即白安瓶組,0.0
WISDERMA,,完美柔膚胎盤原液 Perfect Smoothing Placenta Essence,0.0
WISDERMA,,光鑽導入精華 Most Moist Bio Ampoule,0.0
Balea,,Konzentrat Augen,0.0
IGNIS,,[海外販售] ホワイトニング コンセントレート エナジスト WHITENING CONCENTRATE ENERGIST,0.0
IGNIS,,[海外販售] コンセントレート エナジスト CONCENTRATE ENERGIST,0.0
berji,,神經醯胺沛潤安瓶,0.0
berji,,胜肽奇肌抗痕安瓶,0.0
Berlyetaga,柏麗塔嘉,全效百草舒敏安瓶 Ultimate Concentrated Herbs Soothing Serum,0.0
GUERLAIN,嬌蘭,黑蘭鑽極萃28天奇肌露,0.0
Natura Bisse,,鑽石靚顏緊緻完美組,0.0
Mdmmd.,明洞國際,人蔘安瓶面膜組 UPRA® GINSENG AMPOULE MASK SET,0.0
R.rouge,愛美肌,7 Days+金縷梅舒敏防禦微安瓶,0.0
R.rouge,愛美肌,7 Days+曬後舒敏防禦微安瓶,0.0
R.rouge,愛美肌,7 Days+複合植萃舒敏防禦微安瓶,0.0
R.rouge,愛美肌,7 Days+乳油木果舒敏防禦微安瓶,0.0
R.rouge,愛美肌,7 Days+白夏菊舒敏防禦微安瓶,0.0
su:m37,甦秘,金萃無痕黃金能量安瓶,0.0
su:m37,甦秘,金萃無痕抗齡安瓶,0.0
su:m37,甦秘,微米珍珠奇蹟淨白安瓶,0.0
su:m37,甦秘,活水潤澤長酵能量安瓶,0.0
EVE LOM,,全能活膚抗老膠囊,0.0
YUANLI,願麗,完美女王智慧控膚膠囊(綜合版),0.0
